monto,ubicacion,usuario,metodo_pago,dispositivo,direccion_ip,hora_transaccion,fraude
154.48,Barcelona,rubencodina,tarjeta_debito,móvil,217.64.136.250,12,True
611.1,Sevilla,gagullo,transferencia,móvil,172.54.159.73,1,False
691.53,Jaén,ligia89,tarjeta_credito,tableta,39.236.68.138,21,False
976.13,Ceuta,jose12,transferencia,móvil,180.179.91.195,21,False
784.05,Pontevedra,carrillomaria-angeles,paypal,PC,120.152.33.30,6,False
74.68,Álava,candelaria13,tarjeta_credito,tableta,165.2.195.71,7,False
481.72,Alicante,guiomar66,paypal,móvil,15.186.122.83,18,True
877.58,Badajoz,maria-pilar13,tarjeta_debito,móvil,159.89.5.236,4,False
359.3,Barcelona,falconmartin,tarjeta_debito,móvil,164.13.202.130,13,True
541.91,Álava,ycatalan,tarjeta_credito,PC,195.114.158.17,3,False
595.57,La Coruña,canterochus,tarjeta_credito,tableta,203.119.122.156,21,True
84.07,Ávila,jpina,transferencia,PC,72.213.40.133,19,False
335.22,Cantabria,ymancebo,transferencia,tableta,104.16.116.181,16,False
800.86,Valencia,noa65,paypal,PC,81.128.36.236,8,True
996.75,Madrid,valeriocarrion,tarjeta_credito,móvil,96.176.237.175,18,False
468.88,Vizcaya,bernarditacastro,tarjeta_credito,PC,149.111.46.114,16,True
711.15,Lleida,santiagojulia,tarjeta_credito,tableta,185.38.41.86,9,False
835.8,Pontevedra,mariche,tarjeta_credito,PC,59.22.5.23,6,True
583.92,Badajoz,hpomares,paypal,móvil,42.95.169.3,20,True
340.72,Sevilla,carmelaazorin,transferencia,móvil,142.64.232.215,2,True
547.07,Navarra,lorena16,transferencia,PC,170.88.138.19,22,False
462.76,Las Palmas,vilaalejandro,tarjeta_credito,tableta,162.123.45.158,0,True
205.25,Granada,vergaradomingo,transferencia,tableta,119.174.46.225,13,False
243.33,Lugo,deliajerez,transferencia,móvil,132.137.34.94,23,False
36.67,Guipúzcoa,pmontesinos,paypal,PC,86.25.57.116,22,False
886.3,Sevilla,avicente,transferencia,tableta,35.81.232.243,4,False
779.75,Jaén,mario27,tarjeta_debito,PC,86.113.121.69,6,True
55.55,Asturias,albanomontenegro,transferencia,PC,135.93.100.83,19,True
554.68,Almería,asoto,paypal,PC,211.194.165.86,20,True
154.12,Huelva,albinafont,tarjeta_credito,móvil,133.93.99.198,11,True
899.7,Málaga,eusebia20,paypal,PC,154.191.93.70,8,False
440.91,Albacete,zorrillamarcelino,paypal,tableta,61.228.234.95,18,False
528.32,Álava,josefarocamora,paypal,móvil,11.38.144.33,17,True
829.1,Madrid,isabelalopez,transferencia,PC,195.109.153.232,23,True
800.85,Murcia,baenaquirino,paypal,móvil,212.3.149.169,4,False
362.44,Segovia,ileana26,transferencia,tableta,122.201.242.83,13,False
157.29,Castellón,paloma83,paypal,móvil,203.175.68.249,6,True
100.57,Vizcaya,jaime03,tarjeta_credito,móvil,173.186.248.9,3,False
179.21,Castellón,elba25,tarjeta_credito,tableta,212.203.154.97,8,False
6.86,Ciudad,cerdasol,tarjeta_credito,tableta,222.32.68.79,10,True
499.59,Asturias,ebayo,tarjeta_credito,tableta,216.227.182.241,10,True
31.23,Córdoba,joaquin62,transferencia,tableta,179.93.29.19,9,False
943.24,Valladolid,jovitacollado,tarjeta_debito,PC,219.54.222.158,20,True
388.99,Huesca,mascaroalejo,transferencia,PC,190.60.215.108,17,True
933.79,Teruel,brunoquesada,transferencia,PC,6.174.42.53,6,False
355.34,Almería,kmari,tarjeta_credito,PC,219.129.67.91,23,True
455.05,Madrid,heribertoparra,paypal,PC,57.61.115.246,23,True
626.96,Cantabria,edelmira29,tarjeta_credito,PC,214.45.199.1,3,False
262.47,Valencia,florfalcon,paypal,móvil,137.1.233.23,13,False
191.18,Cádiz,olgadiego,transferencia,PC,138.231.155.243,0,False
620.47,Burgos,pizarropriscila,tarjeta_debito,tableta,197.137.212.73,17,False
367.26,Burgos,german74,tarjeta_debito,móvil,57.203.114.252,3,True
568.62,Girona,uprieto,paypal,PC,199.185.191.173,10,True
674.16,Girona,griseldaandreu,tarjeta_debito,tableta,47.117.116.156,4,False
679.6,Guadalajara,encarnita53,paypal,móvil,74.173.188.171,8,True
406.79,Barcelona,molinabernarda,tarjeta_debito,móvil,64.138.54.80,12,False
848.69,Almería,garzonazahara,paypal,móvil,220.191.4.252,0,False
183.24,Tarragona,teclaacosta,tarjeta_debito,PC,63.17.200.27,20,False
821.1,Teruel,uvinas,tarjeta_credito,móvil,204.91.137.200,8,True
767.28,Álava,liliana24,paypal,móvil,58.92.178.166,5,True
766.42,Jaén,epastor,transferencia,PC,173.83.150.190,14,True
750.63,Burgos,calista45,transferencia,móvil,195.32.169.222,2,False
893.45,Guadalajara,pinaambar,transferencia,móvil,215.169.51.48,20,False
163.83,Valladolid,rozasalejandro,tarjeta_credito,móvil,150.65.48.123,19,True
634.74,Guadalajara,carneromarianela,paypal,tableta,73.143.46.109,2,True
866.92,Huelva,ricardoleiva,paypal,móvil,108.130.222.61,9,True
487.8,León,santiagoeric,tarjeta_debito,tableta,152.47.186.131,13,False
871.75,Ciudad,anastasioheras,paypal,PC,202.8.51.147,5,False
336.21,Cuenca,olegario94,tarjeta_credito,móvil,109.199.33.164,2,True
183.52,Navarra,olivapriscila,paypal,tableta,134.146.25.152,3,False
269.27,Zaragoza,marmolmirta,transferencia,PC,112.240.71.133,21,True
499.44,Huesca,amandacornejo,tarjeta_credito,móvil,210.163.188.113,18,False
67.2,La Coruña,bernardazapata,tarjeta_credito,PC,55.169.5.9,4,False
907.32,Huesca,genovevapalomo,transferencia,móvil,206.20.29.161,17,True
716.36,Badajoz,tecla56,tarjeta_credito,móvil,138.150.213.4,19,True
793.19,Soria,cleto99,transferencia,PC,223.129.147.40,11,False
909.64,Palencia,gomilaelena,transferencia,móvil,207.11.32.178,2,False
682.3,Zamora,salome73,tarjeta_credito,tableta,169.242.10.112,19,True
957.3,Valencia,maximamartin,tarjeta_credito,móvil,202.40.23.96,17,False
798.07,Sevilla,loidasuarez,transferencia,móvil,18.249.118.105,10,False
174.91,La Rioja,hrio,paypal,PC,135.240.33.31,4,False
567.31,Lugo,lara60,tarjeta_debito,tableta,152.138.199.106,21,True
626.17,Jaén,carranzajenny,transferencia,móvil,99.170.227.228,10,True
786.27,Cuenca,espejocoral,tarjeta_debito,PC,194.229.42.98,21,True
717.32,Cuenca,mgiralt,transferencia,móvil,196.35.232.100,15,False
13.65,León,anna03,tarjeta_debito,móvil,218.58.252.180,5,False
323.87,Ourense,jesusamari,paypal,tableta,80.246.160.148,10,False
622.0,Asturias,elorzanicanor,transferencia,PC,3.64.48.238,0,False
617.24,Lugo,valentinaseco,tarjeta_credito,tableta,11.173.173.54,18,True
104.8,Alicante,mporta,tarjeta_credito,tableta,206.124.38.182,14,False
781.21,Asturias,darellano,tarjeta_debito,PC,132.124.236.11,11,True
37.45,Teruel,pcabrero,tarjeta_credito,móvil,21.115.160.203,10,True
467.41,Huesca,manzanaresgertrudis,tarjeta_debito,tableta,151.63.47.234,16,True
491.38,Salamanca,malenamarco,transferencia,móvil,79.216.199.244,11,False
532.07,Toledo,toribiogalvez,tarjeta_credito,tableta,208.96.247.5,23,False
537.99,Navarra,somozafabiola,tarjeta_debito,tableta,11.105.199.157,9,False
720.99,Guipúzcoa,eustaquiobenitez,tarjeta_credito,PC,197.109.28.138,12,True
294.02,Segovia,palmanayara,paypal,móvil,20.98.58.100,18,False
171.3,Albacete,haydeerebollo,tarjeta_credito,móvil,197.170.129.133,6,False
323.11,Ávila,escalonamaximiano,paypal,PC,188.182.248.2,21,False
312.03,Jaén,xesteban,transferencia,PC,179.242.146.54,15,True
675.16,Santa Cruz de Tenerife,pfuster,tarjeta_debito,PC,135.162.151.94,23,True
90.85,Madrid,icepeda,tarjeta_credito,tableta,145.239.65.70,12,True
428.73,Asturias,zcalvet,tarjeta_credito,móvil,19.194.208.208,11,False
615.06,Zamora,padillapio,tarjeta_debito,PC,55.132.110.254,9,False
428.52,Álava,marczabaleta,tarjeta_debito,PC,194.39.80.247,23,False
522.44,Sevilla,melisa79,paypal,móvil,190.3.132.135,8,True
141.38,La Rioja,alcides03,tarjeta_credito,PC,122.29.25.135,22,False
227.99,Ourense,deboradominguez,transferencia,tableta,158.184.25.52,16,True
178.28,La Coruña,ltejero,tarjeta_debito,móvil,150.234.199.114,6,False
152.52,Palencia,haydeegallego,paypal,móvil,218.67.82.106,10,False
508.28,Granada,edgarpujol,tarjeta_debito,móvil,183.38.26.28,5,False
68.07,Córdoba,nadiapiquer,tarjeta_debito,PC,209.227.147.55,4,False
163.68,Girona,ecarlos,transferencia,PC,111.169.237.155,1,True
745.29,Tarragona,estelaramirez,tarjeta_credito,PC,212.50.211.219,18,False
888.03,La Rioja,adalbertochico,tarjeta_credito,tableta,198.254.207.41,0,True
835.17,Tarragona,pujadasteodora,tarjeta_credito,PC,187.134.212.219,10,True
463.9,Melilla,molinslucio,tarjeta_debito,PC,215.243.130.244,15,False
742.37,Melilla,yarino,tarjeta_credito,móvil,216.175.125.221,15,True
864.75,Asturias,rreyes,paypal,tableta,29.11.205.130,2,False
533.8,Murcia,ppont,tarjeta_debito,PC,214.11.38.219,14,False
784.28,Valencia,ciro58,transferencia,móvil,188.182.82.45,19,True
305.71,Sevilla,rosarioalcalde,tarjeta_debito,móvil,204.15.174.114,1,True
776.79,Cantabria,nidia68,tarjeta_debito,tableta,106.80.232.217,20,False
502.82,Valencia,calistajurado,tarjeta_credito,tableta,156.48.46.245,8,True
354.89,Santa Cruz de Tenerife,revilladani,paypal,tableta,206.134.168.131,18,True
153.14,Santa Cruz de Tenerife,saavedraelisa,transferencia,tableta,201.14.222.44,5,True
312.3,Cáceres,valero33,paypal,tableta,163.34.70.4,6,False
485.4,Melilla,martinacanet,paypal,móvil,144.148.216.21,21,True
857.43,Jaén,nayaramiranda,tarjeta_credito,tableta,184.156.235.1,12,False
387.33,Lugo,jose-antonionunez,paypal,tableta,212.248.208.10,11,True
966.11,Navarra,hurtadocruz,transferencia,PC,99.45.51.124,14,False
797.93,Melilla,hcastrillo,transferencia,móvil,105.24.11.181,12,True
540.2,Badajoz,crespiprimitivo,tarjeta_debito,móvil,64.16.20.23,13,True
584.29,Guadalajara,vpi,paypal,móvil,146.79.25.172,12,False
691.29,Ciudad,zburgos,tarjeta_debito,PC,174.200.193.74,23,True
166.18,Toledo,saturnina42,paypal,móvil,93.145.228.171,17,True
846.4,Ceuta,verdugobenjamin,transferencia,móvil,193.163.228.106,2,False
980.98,Zaragoza,malenapavon,tarjeta_debito,móvil,1.210.183.255,16,True
948.22,Ávila,guillermoflores,tarjeta_debito,PC,194.69.248.103,17,False
787.19,Badajoz,dulce82,tarjeta_credito,PC,219.4.248.12,20,True
390.36,Las Palmas,upuig,tarjeta_debito,PC,202.0.166.207,11,True
647.6,Ourense,lzabaleta,tarjeta_debito,PC,214.199.123.60,21,True
577.43,La Coruña,espadaabraham,tarjeta_credito,tableta,194.175.172.99,10,True
509.77,Lleida,amigoulises,transferencia,tableta,105.94.140.19,17,False
888.59,Cádiz,jaime84,transferencia,móvil,14.94.63.233,1,True
234.15,Navarra,lamasvenceslas,transferencia,móvil,167.154.42.21,5,True
648.53,Zamora,sarnal,paypal,tableta,60.4.140.189,6,False
101.03,Lleida,agapitoborrego,transferencia,PC,159.17.71.106,1,False
720.17,Tarragona,cuetojosefina,transferencia,PC,124.31.124.102,21,True
963.32,Toledo,nacho58,paypal,PC,9.220.163.112,19,False
804.05,Barcelona,iprats,tarjeta_credito,PC,54.71.169.148,22,False
760.74,Vizcaya,mireia63,tarjeta_credito,tableta,178.213.19.6,16,True
29.35,Cantabria,augustoayala,tarjeta_credito,PC,216.239.132.7,23,False
7.32,León,raimundomenendez,tarjeta_credito,PC,220.153.89.76,1,False
334.39,Melilla,alondratovar,paypal,tableta,168.140.65.172,10,False
531.07,Santa Cruz de Tenerife,ucompany,tarjeta_debito,PC,163.19.78.217,6,False
722.78,Tarragona,soledadmulet,tarjeta_credito,PC,211.222.14.57,0,False
724.3,Barcelona,jllopis,tarjeta_debito,PC,216.172.151.186,10,False
453.78,Huesca,alexcueto,transferencia,móvil,101.115.148.184,23,True
410.01,Huesca,xiomara77,paypal,móvil,220.71.113.170,9,True
986.4,Huesca,reginabatlle,tarjeta_credito,tableta,171.97.254.16,10,True
337.44,Salamanca,guerrerodaniela,tarjeta_credito,móvil,199.138.180.35,15,True
742.13,Santa Cruz de Tenerife,fzamorano,transferencia,PC,95.130.23.59,16,False
20.73,Salamanca,qpaz,paypal,tableta,33.164.179.191,12,True
4.08,Valladolid,fvinas,tarjeta_debito,PC,146.252.205.31,19,False
933.94,León,joan76,paypal,tableta,196.192.223.215,21,True
438.54,Jaén,gracianaverdugo,transferencia,PC,136.28.188.159,23,False
338.63,Lleida,sergio63,tarjeta_credito,PC,195.62.96.21,6,False
770.05,Valencia,javiera41,transferencia,PC,47.172.13.170,8,True
404.83,Lleida,teodoroarregui,paypal,móvil,62.171.101.7,8,False
880.52,Sevilla,pozaadolfo,tarjeta_credito,móvil,118.146.156.135,9,False
176.32,Cádiz,fidela55,tarjeta_credito,tableta,197.31.228.56,8,True
741.69,Sevilla,ojedasoledad,tarjeta_debito,móvil,172.148.254.61,12,True
297.26,Castellón,salvador83,transferencia,móvil,60.73.227.182,14,True
275.46,Barcelona,juanroyo,tarjeta_debito,tableta,203.223.203.238,10,True
385.69,Badajoz,mateosgraciano,tarjeta_credito,tableta,177.141.138.64,9,False
246.89,Palencia,ssainz,tarjeta_credito,móvil,78.115.124.189,4,False
805.37,Baleares,anacleto20,paypal,tableta,69.49.216.218,4,True
204.38,Asturias,griselda05,tarjeta_credito,PC,92.112.132.247,18,False
133.46,Ciudad,sotoconcha,tarjeta_credito,PC,154.20.48.88,6,True
852.63,Lugo,cirino83,transferencia,PC,36.6.87.112,11,False
265.0,Granada,martigas,transferencia,PC,218.126.234.131,5,True
940.86,Palencia,maria-cristina27,tarjeta_credito,móvil,219.50.54.121,12,False
314.13,Baleares,zoraidamiguel,tarjeta_debito,PC,138.235.93.101,17,False
872.53,Guipúzcoa,tito27,paypal,PC,178.127.55.254,16,True
586.8,Albacete,cbayo,transferencia,móvil,219.88.165.185,12,True
146.5,Las Palmas,realfeliciana,transferencia,PC,133.164.100.149,13,True
528.66,Salamanca,cerdanedgardo,tarjeta_debito,tableta,195.41.168.13,3,True
331.05,Cádiz,jenaroescalona,tarjeta_debito,tableta,178.164.93.6,5,False
700.39,León,octavio14,tarjeta_credito,tableta,181.68.164.169,18,True
231.86,Valencia,amadorroura,transferencia,móvil,1.203.226.43,9,True
967.29,Lugo,fitotapia,tarjeta_debito,tableta,93.49.49.200,11,False
359.25,Castellón,castillafausto,tarjeta_credito,PC,216.254.164.72,10,True
506.44,Navarra,mercedescortes,tarjeta_credito,móvil,56.55.34.67,18,True
667.46,Baleares,igascon,transferencia,tableta,45.26.228.134,21,False
38.22,Ciudad,alballano,tarjeta_debito,móvil,24.46.208.160,15,True
797.25,La Rioja,cabezasinmaculada,paypal,PC,67.16.228.162,3,False
409.08,Girona,tborrell,tarjeta_credito,tableta,65.33.170.67,19,False
586.08,Segovia,celiabarrera,transferencia,tableta,171.241.87.251,22,True
211.24,Ávila,linaresalex,tarjeta_debito,móvil,154.182.231.32,8,True
44.72,Lugo,gonzaloencarnacion,tarjeta_credito,PC,209.46.226.187,10,False
198.89,Guadalajara,sanchomorales,transferencia,móvil,111.28.218.37,21,False
162.21,Segovia,montenegroildefonso,transferencia,PC,214.207.237.68,0,False
473.99,Navarra,cristian18,transferencia,tableta,206.165.116.213,0,True
82.66,Toledo,nataliachico,transferencia,móvil,108.150.168.134,6,False
526.95,Zaragoza,solerajesusa,transferencia,PC,219.77.222.122,21,True
100.45,Burgos,evaristo40,tarjeta_debito,PC,213.132.196.251,19,True
104.76,Álava,garayconstanza,tarjeta_debito,PC,212.135.77.151,20,False
243.25,La Coruña,javier45,transferencia,móvil,161.137.54.52,0,False
936.51,Vizcaya,caridad48,paypal,PC,218.65.26.215,12,False
110.59,Málaga,qpujol,paypal,tableta,16.183.216.96,9,True
351.48,Granada,chus03,tarjeta_debito,PC,82.37.33.113,20,False
560.99,Guipúzcoa,sanzmarianela,tarjeta_credito,PC,145.73.138.116,0,True
932.27,Almería,albanoduran,transferencia,tableta,141.248.98.189,8,False
12.24,Badajoz,jordanavilar,tarjeta_credito,PC,175.236.197.244,15,False
878.8,Madrid,zdiez,paypal,móvil,193.137.75.183,15,True
710.26,Cádiz,cayetanovendrell,tarjeta_debito,tableta,76.237.223.227,23,True
696.31,Asturias,elias15,tarjeta_debito,móvil,110.184.8.28,3,True
126.67,Huelva,elba28,paypal,móvil,102.166.233.133,20,True
915.76,Ávila,eugeniocoello,tarjeta_credito,tableta,214.55.199.213,18,False
199.14,Jaén,lunaclarisa,tarjeta_debito,móvil,189.146.21.230,14,True
743.31,Albacete,candelariaibanez,transferencia,móvil,222.66.229.244,20,False
353.68,La Coruña,josepizaguirre,transferencia,tableta,161.121.71.7,14,False
219.91,Toledo,costaileana,tarjeta_debito,PC,120.210.56.5,4,True
506.18,Navarra,ciro99,paypal,PC,212.254.51.52,18,True
380.67,Soria,maura37,transferencia,PC,166.139.33.102,16,True
442.98,Huesca,renato04,tarjeta_debito,móvil,207.170.106.252,19,True
861.53,Cáceres,aurelia32,paypal,tableta,63.50.126.190,17,False
863.71,Huesca,adelardo01,tarjeta_credito,móvil,216.77.135.95,22,True
499.77,Baleares,jose-francisco37,tarjeta_debito,móvil,167.84.92.10,14,True
963.55,Tarragona,zjaen,transferencia,móvil,130.188.132.88,7,False
791.1,Huelva,palaciosjose,paypal,móvil,85.139.224.33,21,True
408.17,Palencia,ferminvillanueva,paypal,PC,15.187.115.115,5,True
850.51,Palencia,lchacon,transferencia,tableta,119.206.27.30,13,False
667.73,Ourense,ablanca,paypal,móvil,147.147.11.186,6,False
907.57,Valladolid,americaledesma,tarjeta_credito,tableta,197.104.24.66,17,False
503.34,Pontevedra,isaurasantos,paypal,PC,222.117.54.233,8,False
342.05,La Rioja,herviaisaias,tarjeta_credito,móvil,192.74.216.80,17,True
982.5,León,sebastian95,tarjeta_credito,tableta,134.21.106.111,9,True
10.49,Palencia,igibert,transferencia,tableta,144.51.63.198,23,True
985.67,Segovia,raul62,tarjeta_debito,PC,138.73.163.74,7,False
545.93,Navarra,cvicente,tarjeta_credito,tableta,155.60.219.68,7,False
271.32,Barcelona,qolmo,tarjeta_debito,móvil,159.1.172.244,9,False
9.97,Zaragoza,isajerez,tarjeta_credito,móvil,154.79.202.198,8,True
417.16,León,jeremiasvillalobos,tarjeta_credito,tableta,215.71.174.242,2,False
97.41,Badajoz,eutimio89,transferencia,móvil,14.229.146.158,13,True
559.3,Ciudad,ebenet,tarjeta_debito,PC,123.199.111.244,3,True
662.54,Ávila,ebueno,paypal,móvil,148.188.192.140,14,True
573.3,Cantabria,zbonilla,tarjeta_credito,PC,178.55.204.39,18,True
245.58,Granada,sosimo36,tarjeta_credito,PC,158.216.53.178,18,False
540.19,León,coral88,paypal,móvil,33.149.170.170,3,True
768.72,Soria,bayonageronimo,paypal,tableta,51.38.105.107,11,False
904.51,La Rioja,tiburciofranco,paypal,tableta,183.74.136.184,15,True
939.74,Sevilla,pacifica38,tarjeta_debito,PC,180.4.218.116,11,True
637.38,Jaén,onofre30,tarjeta_credito,PC,194.140.92.102,8,True
234.12,Huelva,celianavarrete,transferencia,móvil,103.95.179.81,3,True
603.52,Toledo,isauraalvarez,tarjeta_debito,tableta,136.118.52.35,1,False
396.18,Córdoba,silvatadeo,transferencia,móvil,115.80.95.181,13,False
732.38,Santa Cruz de Tenerife,almudena35,tarjeta_credito,tableta,152.190.109.54,17,False
338.6,Murcia,gutierrezquirino,tarjeta_debito,PC,195.127.51.174,13,False
638.69,Alicante,corralsamu,paypal,PC,218.154.134.116,5,False
316.94,Navarra,esteban34,tarjeta_credito,tableta,197.242.218.222,17,True
239.42,Murcia,guzmannorberto,paypal,PC,198.98.80.158,2,True
284.15,Santa Cruz de Tenerife,rosenda02,tarjeta_debito,tableta,183.77.214.186,22,True
119.02,Cádiz,jaimesolsona,tarjeta_credito,PC,97.9.214.87,20,False
24.47,Girona,torojose,tarjeta_debito,tableta,98.28.185.241,10,True
321.28,Burgos,octaviorubio,transferencia,móvil,80.105.1.120,17,True
77.19,Pontevedra,jose-mari03,transferencia,PC,202.78.28.15,0,True
897.76,Burgos,custodiamora,paypal,PC,7.60.214.99,0,True
2.23,Lleida,loborenato,tarjeta_debito,tableta,167.96.11.130,12,True
62.33,Navarra,kmorillo,tarjeta_debito,móvil,209.179.134.192,11,False
804.15,Tarragona,bmayo,transferencia,tableta,133.184.74.121,10,True
312.64,Ávila,ttenorio,tarjeta_credito,móvil,34.161.135.122,17,False
968.09,Cádiz,felicia86,paypal,móvil,158.129.248.10,17,False
93.04,Asturias,delia27,tarjeta_credito,tableta,196.167.97.210,7,False
666.84,Zamora,lujanelodia,tarjeta_credito,PC,223.225.240.63,22,False
708.5,Ávila,morenolino,transferencia,tableta,218.103.108.7,3,False
304.76,Lleida,cristiancarreno,tarjeta_credito,móvil,51.112.185.149,8,False
715.88,Córdoba,hbarreda,transferencia,PC,203.58.60.250,3,True
776.69,Santa Cruz de Tenerife,ruperto10,transferencia,PC,75.53.116.10,17,True
588.15,Ceuta,lidia06,tarjeta_debito,tableta,171.169.125.71,13,True
977.42,Cantabria,igodoy,paypal,móvil,14.54.243.54,19,False
650.41,Soria,girongertrudis,transferencia,tableta,121.236.63.196,16,False
756.36,Barcelona,dominguezruy,tarjeta_debito,móvil,144.239.130.15,8,True
771.7,Baleares,marita73,tarjeta_credito,tableta,175.0.146.167,19,False
635.75,La Coruña,jmanuel,paypal,tableta,216.174.80.153,11,True
492.83,Cantabria,arnauamarilis,transferencia,PC,204.232.152.15,17,False
850.82,Guadalajara,linocalderon,paypal,móvil,213.77.168.66,4,True
278.06,Teruel,merche03,transferencia,PC,216.62.237.255,3,False
896.97,Murcia,miriammateo,transferencia,tableta,220.121.138.129,9,False
95.16,Granada,florentinoalberdi,tarjeta_credito,móvil,167.125.197.123,2,False
138.81,Navarra,osevillano,tarjeta_debito,tableta,41.70.226.108,6,False
997.86,Teruel,rebecauriarte,tarjeta_credito,PC,129.51.39.147,12,True
680.2,Burgos,mayolcoral,transferencia,PC,211.98.230.109,17,True
827.53,Zamora,narciso29,tarjeta_debito,tableta,167.65.217.7,9,False
249.0,Huesca,octavioazcona,tarjeta_debito,tableta,201.31.46.82,0,True
902.61,Valencia,nfiguerola,paypal,móvil,166.3.39.198,14,False
783.86,Granada,primitivaarteaga,paypal,tableta,212.158.252.89,19,True
241.75,Pontevedra,rafa07,transferencia,tableta,83.31.187.175,23,False
504.01,Valladolid,vinicio73,transferencia,PC,181.55.32.205,8,False
739.02,Huelva,eusebio05,tarjeta_credito,tableta,188.166.147.80,11,True
847.5,Soria,febe13,tarjeta_debito,móvil,149.96.111.145,20,True
24.9,Ávila,atilio95,tarjeta_debito,tableta,29.203.161.91,1,True
621.38,Soria,juana15,transferencia,tableta,218.7.4.114,23,False
229.42,Ávila,infantebernardita,tarjeta_debito,tableta,68.181.206.227,10,True
755.06,Álava,ponsgervasio,transferencia,PC,208.80.252.219,16,True
103.8,Salamanca,khigueras,paypal,móvil,212.196.12.167,5,False
725.32,Almería,marianelablazquez,tarjeta_debito,tableta,40.30.196.72,16,False
814.73,Cantabria,hlinares,tarjeta_credito,tableta,11.225.74.138,23,True
825.83,Sevilla,pepitapulido,tarjeta_debito,PC,218.138.41.214,13,False
948.52,Tarragona,ltorrent,paypal,PC,165.231.13.242,3,False
151.73,Huelva,isabelapombo,transferencia,móvil,121.170.152.175,21,False
609.66,Huesca,mirtaluis,transferencia,tableta,213.218.7.244,15,True
551.24,León,jose-ignacio54,paypal,PC,157.84.67.197,10,True
907.91,Guadalajara,atrillo,tarjeta_debito,móvil,164.145.159.56,19,False
909.94,Albacete,ricardaalvarez,paypal,tableta,204.186.139.149,14,True
626.42,Santa Cruz de Tenerife,sevevillalba,tarjeta_debito,tableta,166.184.216.128,12,False
913.71,Almería,bernardino96,tarjeta_credito,móvil,63.158.87.82,7,True
428.68,Burgos,coral26,transferencia,tableta,208.140.9.231,19,False
545.54,Tarragona,burgosemiliano,transferencia,PC,199.152.0.58,20,False
289.75,Toledo,amartorell,transferencia,PC,133.207.112.91,19,False
100.72,Córdoba,guardiafatima,tarjeta_credito,PC,208.15.233.12,0,False
420.58,Burgos,encarnacion55,paypal,PC,221.135.136.6,23,True
997.06,Barcelona,berrocaljuliana,transferencia,PC,215.218.141.233,7,False
608.04,Madrid,arribasmaximiano,tarjeta_debito,tableta,2.101.163.32,23,False
545.32,Murcia,capdevilatristan,transferencia,tableta,128.110.97.238,4,False
767.02,Santa Cruz de Tenerife,zllopis,transferencia,tableta,114.245.234.44,6,False
942.14,La Rioja,ale20,paypal,tableta,200.93.201.178,2,True
783.38,Cádiz,clementecespedes,transferencia,móvil,191.201.159.15,22,True
366.26,Lugo,oscarcastellanos,tarjeta_credito,móvil,205.104.43.78,17,False
769.73,Valladolid,patricia20,paypal,móvil,154.110.5.167,23,True
139.95,Zaragoza,teresa31,transferencia,PC,185.80.20.229,20,True
583.39,Segovia,malena11,tarjeta_credito,PC,28.117.53.27,5,True
746.67,Ávila,geronimo28,tarjeta_debito,PC,62.87.182.114,0,False
771.96,Zamora,margaritacordoba,tarjeta_credito,PC,126.220.201.16,9,True
637.58,Lleida,rieradionisio,tarjeta_credito,tableta,56.212.84.14,23,False
474.42,Guipúzcoa,loreto68,transferencia,móvil,174.49.124.41,6,True
817.02,Vizcaya,diegoalma,paypal,PC,207.189.112.161,4,False
445.84,Almería,dhurtado,tarjeta_credito,PC,221.31.69.18,8,True
671.68,La Rioja,felicidad25,tarjeta_debito,móvil,181.88.4.23,8,True
310.96,Granada,tania78,tarjeta_credito,PC,131.132.235.20,1,False
852.45,Ávila,gracia44,tarjeta_debito,tableta,23.98.44.147,20,True
569.87,Lleida,acolom,transferencia,PC,171.242.79.180,8,False
343.61,Baleares,hlanda,transferencia,tableta,139.246.109.134,12,True
873.86,Cantabria,saludesteve,transferencia,PC,32.78.43.159,0,True
311.72,Málaga,tatianacamino,transferencia,PC,194.252.12.149,4,True
108.87,Alicante,marcelo76,tarjeta_debito,móvil,136.92.137.240,12,True
916.29,Guadalajara,pricart,transferencia,móvil,55.141.207.228,23,True
387.12,Santa Cruz de Tenerife,clemente21,paypal,móvil,2.207.202.145,10,True
29.65,Guipúzcoa,maria-jesus36,paypal,PC,201.162.143.179,4,True
421.88,Ávila,fabianavillaverde,tarjeta_credito,PC,65.11.20.38,18,True
944.75,León,eleuteriosaldana,paypal,móvil,95.197.83.44,23,False
327.65,Pontevedra,alejopedraza,paypal,móvil,126.126.44.2,16,True
499.04,Guadalajara,sandalio69,tarjeta_debito,tableta,191.213.46.118,0,False
856.52,Valladolid,tgranados,tarjeta_credito,tableta,20.221.64.24,22,False
508.88,Tarragona,paramburu,tarjeta_debito,tableta,57.71.218.170,6,True
688.92,Girona,teodoraayala,tarjeta_credito,tableta,206.51.4.71,2,True
327.78,Soria,jesus11,paypal,PC,66.38.132.244,15,True
833.58,Tarragona,quique37,tarjeta_credito,tableta,46.112.188.135,7,False
402.02,Cáceres,palomaaranda,tarjeta_credito,móvil,216.47.195.110,21,True
673.63,Ourense,prudenciazaragoza,tarjeta_credito,tableta,14.71.136.246,6,True
711.31,Huesca,pprats,tarjeta_debito,tableta,117.188.186.51,13,True
142.53,Ceuta,dorita48,tarjeta_debito,móvil,208.65.79.58,11,False
